ix,sentence,left1,right1,left2,right2,relation
3997,DOD/USAF/AFRCC initiated Federal SAR response activities for incidents that result in aeronautical distress .,7,8,12,13,Cause-Effect12
6360,Toxins are drained into the sea .,0,1,5,6,Entity-Destination12
1953,The opposing party hid the anvil with a view to important consequences .,2,3,8,9,Other
1530,This is a very useful volume for anyone interested in the religious in nineteenth and twentieth-century American literature .,5,6,11,12,Message-Topic12
4295,It is an official document providing proof of ownership of a motor vehicle .,4,5,6,7,Message-Topic12
7678,"Similarly , the western physician</ white coat and stethoscope and the environment of western medical clinics and hospitals create an aura of expectancy and hope for healing .",4,5,8,9,Instrument-Agency21
4577,World powers threaten Iran with sanctions .,1,2,5,6,Instrument-Agency21
4740,"She made a face at him and slowly sipped her guava nectar , watching him over the rim of her glass .",10,11,11,12,Entity-Origin21
5458,"A veritable ratpack of architects are turning up the style in Sin City , writes Thomas Lane - and they're not all playing it straight .",2,3,4,5,Member-Collection21
7600,Straight ahead you enter a nice sized living room that contains the front door .,7,9,13,14,Component-Whole21
4154,The bull is grazing at the hay pen by the barn at a farm in the Mennonite Heritage Village .,10,11,13,14,Component-Whole12
3374,"To use it , a person applies the vinegar to a cotton ball and then swabs the vinegar on the affected area .",5,6,8,9,Instrument-Agency21
1640,Unificationists sees Kingdom coming with the help of the new president .,0,1,10,11,Other
4065,A beautiful young girl is going into blissful trance .,3,4,8,9,Other
7343,Our water froze and batteries kept in pockets got cold .,4,5,7,8,Content-Container12
3627,The ministers went away from the December conference .,1,2,7,8,Entity-Origin12
615,This is due to a unique design that filters the dirt through the bag and not the blower fan .,6,7,13,14,Component-Whole21
755,"When the statesman threw together a draft of the constitution in 1776 , he probably did not realise he would be working in a couple of the positions specified quite so soon .",2,3,6,7,Product-Producer21
731,The misery of the passengers had started from Singapore as the plane took off from the city seven hours behind schedule .,11,12,16,17,Entity-Origin12
6731,"Even so , the labour involved in the meticulous copying of a text made a book produced by a professional scribe a comparatively expensive luxury .",15,16,20,21,Product-Producer12
913,"By charging odd amounts like 49 or 99 cents , the cashier very probably opened the till .",11,12,16,17,Other
1734,Player one can become white and block all the bullets while player two blasts the boss with the opposite color .,11,12,19,20,Instrument-Agency21
4771,Each omnidirectional mic capsule is fitted with a metal alligator clip which can be attached on either side of your head .,3,4,10,11,Component-Whole21
385,The melt water has transported sediments into the lake .,5,6,8,9,Entity-Destination12
1746,"So almost immediately after Pearl Harbor , Hawaii's Governor calls for citizens and their guns to man checkpoints and patrol beaches against an expected Japanese invasion .",11,12,14,15,Instrument-Agency21
2866,"The following pages are organized by subject , and investigate the root causes of damage caused by the quake .",14,15,18,19,Cause-Effect21
6463,The landslides caused by these earthquakes and aftershocks were concentrated along the mudstone and sandstone surfaces .,1,2,7,8,Cause-Effect21
3182,"We hear promises from our leaders of big change in the future , without any credible plans right now .",2,3,5,6,Product-Producer12
1580,"Treatment of cardiovascular collapse from caffeine overdose with lidocaine , phenylephrine , and hemodialysis .",3,4,6,7,Cause-Effect21
5835,"A pious lady having built a church under the invocation of the Blessed Virgin , on the high road to Bethlehem , Longinus refused her request that his pupil should undertake the charge of it .",2,3,6,7,Product-Producer21
696,There's a phrase of Sickert's where he speaks somewhere about something succeeding in that it is like a page torn from the book of life .,18,19,22,23,Entity-Origin12
4180,The celebrity arrived to crash the party .,1,2,6,7,Other
3175,"When opened to its tote bag form , it looks like a unsubstantial tote bag with a compartment for the umbrella .",13,14,14,15,Other
6301,"When these fuels are burned , they create air pollution that contributes to global warming and causes smog , acid rain and respiratory disease .",9,10,23,24,Cause-Effect12
4948,Several cats ran into Rob's garage .,1,2,5,6,Entity-Destination12
4144,Heavy-gauge flatware is composed of polished stainless steel for good heft and balance .,1,2,7,8,Entity-Origin21
4854,"The kids took the bus to school before , so don't start taking them now that you have more free time .",1,2,4,5,Instrument-Agency21
6547,He had visited Myer's during the afternoon and bought a gold bracelet for $300 .,10,11,11,12,Other
6692,"I've just sold a gold ring , which was my last asset and now we have nothing left for a better life .",4,5,5,6,Other
6739,Conversation was centered more around investment in the consumer area rather than FB specific .,0,1,5,6,Message-Topic12
3566,The boy sculpts a pony out of mud and takes care of it as if it were real .,1,2,7,8,Instrument-Agency21
3584,"They come up from under the thwart , through the traveler and out through the eyestrap to the clam cleats located on either side of the boat .",19,20,26,27,Component-Whole12
7338,The contents of the box were a present and the box itself was as a present .,4,5,7,8,Content-Container21
1411,The violence has been caused by the Hutu militia who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo .,1,2,8,9,Cause-Effect21
5076,Their dash raised a flock of morning doves and caused a scurry of ground squirrels into their holes .,11,12,14,15,Member-Collection21
3259,The vascular dilatation was caused by the sympathetic and the course of vaso-motor nerves .,2,3,13,14,Cause-Effect21
1542,The poem explores the inevitable need to make choices .,1,2,5,6,Message-Topic12
1741,"Traditionally , chandlers made both soap and candles , because a long time ago both of these products were made with lard .",2,3,7,8,Product-Producer21
7714,The spiciness comes from small capsaicin glands located between the pepper's outside skin and the white ribs inside .,1,2,6,7,Cause-Effect21
496,"The recipient receives the call through a miniature radio receiver carried on his person , the receiver having a built-in ferritic antenna .",1,2,9,10,Instrument-Agency21
4193,"On the last day , in a small shop in the Plaka , the oldest quarter in Athens , I bought a silver ring with Athena's image carved on it .",22,23,23,24,Other
3329,The scientists poured money into pint cancer research .,3,4,6,8,Entity-Destination12
3751,Albion students took the sled dogs into the Canadian wilds .,4,6,9,10,Entity-Destination12
1332,The fad started when a certain brand of socks manufactured by an American company became popular among Japanese schoolgirls .,6,7,13,14,Other
4315,The problems of crime and the quality of justice have become central issues in public debate .,1,2,15,16,Message-Topic21
3712,The tail of the shark continued to swish back and forth a few feet away .,1,2,4,5,Component-Whole12
4988,I'm still having a hard time imagining a smuck of glowing jellyfish 10x10 miles and 35 feet deep .,8,9,11,12,Member-Collection21
6595,BMW or Bavarian Motor Works is a German car and motorcycle manufacturer .,8,9,11,12,Product-Producer12
5516,"With the conquest of Jerusalem in 1099 , Geoffrey de Bouillon established a chapter of secular canons in the basilica of the Holy Sepulcher to offer the sacred liturgy according to the Latin rite .",13,14,16,17,Member-Collection21
6469,"Systemically , dust and fume cause irritation of the upper respiratory tract , metallic taste and nausea .",4,5,16,17,Cause-Effect12
4792,"In several of her songs , Marshall has reflected on her racial identity .",4,5,12,13,Message-Topic12
3777,"Rodrigues , who is also the governor of Punjab has been accused by the congress of various murky deals worth billions of rupees .",14,15,18,19,Other
4266,These species migrated into the fallow land .,1,2,6,7,Entity-Destination12
2630,"His story begins with an old woman's attempt to locate her father's wartime Swiss bank account and spirals quickly into an emotionally charged , multibillion-dollar international knot of lawyers , bankers , and politicians .",26,27,28,29,Member-Collection21
6770,Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin irritation from the sun and environmental pollutants .,15,16,18,19,Cause-Effect21
7457,The data are derived primarily from a three-nation survey conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994 .,1,2,8,9,Entity-Origin12
